algorithm,wins,avg_rank,avg_log
WOA,12,1.3846153846153846,-7.579879976056481
EO,4,2.4615384615384617,-7.535190329563871
GWO,3,2.6153846153846154,-5.543141090308361
AOA,0,4.153846153846154,1.4422681482835789
MVDO,0,5.384615384615385,7.863680343461445
SVOA,0,6.230769230769231,11.178628206769075
PSO,0,6.384615384615385,4.00683692813446
SCA,0,7.384615384615385,4.715937977751505
