fn_id,dim,AOA,EO,GWO,MVDO,PSO,SCA,SVOA,WOA
1,20,7.0,5.0,4.0,1.0,2.0,6.0,3.0,8.0
2,20,7.0,4.0,5.0,1.0,3.0,6.0,2.0,8.0
3,20,6.0,5.0,3.0,2.0,1.0,7.0,4.0,8.0
4,20,6.0,5.0,4.0,1.0,2.0,7.0,3.0,8.0
5,20,7.0,4.0,5.0,2.0,3.0,6.0,1.0,8.0
6,20,6.0,3.0,5.0,2.0,1.0,7.0,4.0,8.0
7,20,7.0,3.0,5.0,2.0,1.0,6.0,4.0,8.0
8,20,7.0,3.0,2.0,5.0,4.0,6.0,1.0,8.0
9,20,6.0,4.0,5.0,1.0,3.0,7.0,2.0,8.0
10,20,5.0,4.0,6.0,7.0,2.0,3.0,1.0,8.0
11,20,7.0,5.0,4.0,1.0,3.0,6.0,2.0,8.0
12,20,7.0,3.0,4.0,1.0,5.0,6.0,2.0,8.0
