suite,subset,comparison,baseline,p_raw,mean_log_diff,p_holm,significant_0.05
cec2017,D30,MVDO vs AOA,AOA,1.862645149230957e-09,-0.8702917322053039,1.30385160446167e-08,True
cec2017,D30,MVDO vs GWO,GWO,1.862645149230957e-09,-0.5546186094608856,1.30385160446167e-08,True
cec2017,D30,MVDO vs WOA,WOA,1.862645149230957e-09,-1.3868532099815454,1.30385160446167e-08,True
cec2017,D30,MVDO vs SCA,SCA,1.862645149230957e-09,-1.1595466779762302,1.30385160446167e-08,True
cec2017,D30,MVDO vs EO,EO,6.904825568199158e-06,-0.4268848908568679,2.0714476704597473e-05,True
cec2017,D30,MVDO vs PSO,PSO,0.045979175716638565,0.046282994906834685,0.09195835143327713,False
cec2017,D30,MVDO vs SVOA,SVOA,0.07468279264867306,0.0271214387237809,0.09195835143327713,False
