algorithm,suite,fn_id,dim,num_runs,pop_size,max_iter,fes_per_run_nominal,mean_error,std_error,min_error,median_error,max_error,logscore,mean_fitness,std_fitness,min_fitness,median_fitness,max_fitness,elapsed_sec
MVDO,CEC2017,3,50,30,30,1000,30000,61495.04612906037,18859.64597118133,34247.21469059302,58385.52698410535,100795.36744102226,4.768561325752982,61795.04612906037,18859.64597118133,34547.21469059302,58685.52698410535,101095.36744102226,2.288560152053833
MVDO,CEC2017,4,50,30,30,1000,30000,189.47006764220689,37.87049110181313,113.33698474013796,192.2953830667679,263.6774412877189,2.267927002699749,589.4700676422069,37.87049110181313,513.336984740138,592.295383066768,663.6774412877189,2.5047309398651123
MVDO,CEC2017,5,50,30,30,1000,30000,140.50929033857457,31.95347055045529,96.70465665258403,138.43270350103313,228.5041764374057,2.137228690293346,640.5092903385746,31.953470550455293,596.704656652584,638.4327035010331,728.5041764374057,3.0840373039245605
MVDO,CEC2017,6,50,30,30,1000,30000,29.75192195266138,6.896110383215038,14.599403857862171,29.126018307750314,45.87594751170912,1.4614083765620418,629.7519219526614,6.896110383215039,614.5994038578622,629.1260183077503,645.8759475117091,3.453200340270996
MVDO,CEC2017,7,50,30,30,1000,30000,338.25577607949,50.44329938814726,244.3633922931604,326.5408198033193,507.76262075569207,2.52482401391477,1038.25577607949,50.44329938814727,944.3633922931604,1026.5408198033192,1207.762620755692,3.467103242874145
MVDO,CEC2017,8,50,30,30,1000,30000,165.92912242661083,32.94983548406378,106.76959976138572,161.07126082721965,253.18195357372588,2.211520788531288,965.9291224266108,32.94983548406378,906.7695997613856,961.0712608272196,1053.181953573726,3.5214571952819824
MVDO,CEC2017,9,50,30,30,1000,30000,3312.511314370379,3591.894793184953,601.8266833436046,2273.084007572608,14638.305931999634,3.356498325643356,4212.511314370379,3591.8947931849525,1501.8266833436046,3173.084007572608,15538.305931999634,3.523532629013061
MVDO,CEC2017,10,50,30,30,1000,30000,6708.463818462204,956.9124968670084,4556.9027647207,6905.16919671402,8099.68463480243,3.821809411962939,7708.463818462204,956.9124968670084,5556.9027647207,7905.16919671402,9099.68463480243,6.293713808059692
MVDO,CEC2017,11,50,30,30,1000,30000,506.9215960337038,128.10815318656117,300.0174340339884,499.1611043507305,815.081138115899,2.691064788251899,1606.9215960337044,128.10815318656117,1400.0174340339884,1599.1611043507305,1915.081138115899,3.0987348556518555
MVDO,CEC2017,12,50,30,30,1000,30000,1122608988.657084,729381758.5369111,160511646.76850557,781737994.0368941,2942203908.610077,8.954235999327983,1122610188.657084,729381758.5369111,160512846.76850557,781739194.0368941,2942205108.610077,3.718033790588379
MVDO,CEC2017,13,50,30,30,1000,30000,1800441.7536398969,782932.8280789086,598381.7310794175,1802462.4259490832,4007022.61903289,6.215530372473543,1801741.7536398969,782932.8280789086,599681.7310794175,1803762.4259490832,4008322.61903289,3.044245481491089
MVDO,CEC2017,14,50,30,30,1000,30000,230153.7711022359,217174.9414290592,13209.37048507004,175836.26910432993,980516.285232736,5.150808150537815,231553.7711022359,217174.9414290592,14609.37048507004,177236.26910432993,981916.285232736,3.4680097103118896
MVDO,CEC2017,15,50,30,30,1000,30000,357022.68654111435,137740.38543235106,149136.78304993507,327195.8045101925,631930.6134600656,5.518100296957039,358522.68654111435,137740.38543235106,150636.78304993507,328695.8045101925,633430.6134600656,2.9916141033172607
MVDO,CEC2017,16,50,30,30,1000,30000,1621.3367022364685,347.0074826363555,924.1213112360338,1598.3747794204908,2230.874507043753,3.19917365882984,3221.336702236468,347.0074826363555,2524.1213112360338,3198.374779420491,3830.874507043753,4.2454798221588135
MVDO,CEC2017,17,50,30,30,1000,30000,1469.5391182698909,292.026566220043,959.3592041137408,1470.7329139100473,2134.244394211487,3.158404612363662,3169.5391182698904,292.026566220043,2659.359204113741,3170.7329139100475,3834.244394211487,5.999844551086426
MVDO,CEC2017,18,50,30,30,1000,30000,1808480.694260988,1894112.0160718549,266181.28922455205,1074201.9136032448,8365416.128713718,6.0703340146950335,1810280.694260988,1894112.0160718549,267981.28922455205,1076001.9136032448,8367216.128713718,2.9865307807922363
MVDO,CEC2017,19,50,30,30,1000,30000,23710956.949410822,24811996.58714348,229396.42403835116,21895420.468076624,112403600.34359702,6.9860780941354506,23712856.949410822,24811996.58714348,231296.42403835116,21897320.468076624,112405500.34359702,9.299238681793211
MVDO,CEC2017,20,50,30,30,1000,30000,1063.0576804979496,330.8535009996853,366.2727808574782,1016.9051084367088,1886.2459190703976,3.003018658443202,3063.057680497949,330.85350099968537,2366.272780857478,3016.905108436709,3886.2459190703976,5.679432153701782
MVDO,CEC2017,21,50,30,30,1000,30000,351.60585598205995,38.65933421053904,282.73939719531563,348.37825527060227,450.0545650471863,2.5434743156330906,2451.6058559820594,38.65933421053904,2382.739397195316,2448.3782552706025,2550.0545650471863,4.525963068008423
MVDO,CEC2017,22,50,30,30,1000,30000,6753.511433348476,818.457503932206,5101.221312025714,6825.80064033117,8124.920004885484,3.8262184876853937,8953.511433348474,818.457503932206,7301.221312025714,9025.80064033117,10324.920004885484,9.667897701263428
MVDO,CEC2017,23,50,30,30,1000,30000,609.250923873391,42.352267722538194,521.1803427875329,611.0928577026666,713.1971523202733,2.7837473670049,2909.250923873391,42.352267722538194,2821.180342787533,2911.0928577026666,3013.1971523202733,9.42308759689331
MVDO,CEC2017,24,50,30,30,1000,30000,640.6189333007653,37.71170367396896,567.7686164072056,645.922096144028,699.0595252870207,2.8058354171745665,3040.618933300765,37.71170367396895,2967.7686164072056,3045.922096144028,3099.0595252870207,7.175558567047119
MVDO,CEC2017,25,50,30,30,1000,30000,582.8022820109753,29.572286386363874,512.3937159660022,589.5849800919814,626.2004490914005,2.76494633629465,3082.8022820109754,29.572286386363867,3012.393715966002,3089.5849800919814,3126.2004490914005,6.111309766769409
MVDO,CEC2017,26,50,30,30,1000,30000,2783.532371274045,337.9232913208482,2072.8184065093046,2766.279212907082,3893.865513756368,3.44149478603204,5383.532371274047,337.9232913208482,4672.818406509305,5366.279212907082,6493.865513756367,11.525001525878906
MVDO,CEC2017,27,50,30,30,1000,30000,714.4391471410164,75.75973394840952,579.7880924998426,709.0284219710225,927.1705461083448,2.8515858924724755,3414.4391471410167,75.75973394840952,3279.7880924998426,3409.0284219710225,3627.1705461083448,10.285905838012695
MVDO,CEC2017,28,50,30,30,1000,30000,534.2234268351675,31.007096265686283,471.8731929670921,532.5863841249579,631.6917219013353,2.727006604056575,3334.223426835168,31.007096265686283,3271.873192967092,3332.586384124958,3431.6917219013358,8.634275674819946
MVDO,CEC2017,29,50,30,30,1000,30000,1822.4326482314568,462.3881483084814,1184.9260962319613,1688.878854763308,3267.0101175114623,3.247778650042583,4722.432648231456,462.3881483084813,4084.926096231961,4588.8788547633085,6167.010117511462,9.344988346099854
MVDO,CEC2017,30,50,30,30,1000,30000,346260645.19905907,158488078.1680703,95676006.35178408,309777096.341407,788148703.5317993,8.495542238792408,346263645.19905907,158488078.1680703,95679006.35178408,309780096.341407,788151703.5317993,11.788920640945436
PSO,CEC2017,1,30,30,30,1000,30000,17263167291.05209,23993817420.591908,1154.1103638206991,8395048237.878189,73521521562.34944,7.736094702918348,17263167391.05209,23993817420.591908,1254.1103638206991,8395048337.878189,73521521662.34944,0.6932806968688965
PSO,CEC2017,3,30,30,30,1000,30000,39855.150046119445,16363.352214670762,18787.057753758,33184.607798123165,85695.42841363534,4.568278638549435,40155.150046119445,16363.352214670762,19087.057753758,33484.607798123165,85995.42841363534,0.7638723850250244
PSO,CEC2017,4,30,30,30,1000,30000,310.6425394989066,382.58772770468914,104.1352637524069,168.71452073217898,2104.082392816766,2.340379638591977,710.6425394989067,382.58772770468914,504.1352637524069,568.7145207321789,2504.082392816766,0.8600788116455078
PSO,CEC2017,5,30,30,30,1000,30000,92.66575697064371,29.10123302822353,49.25628114059498,86.08038810494918,192.69608282885952,1.9491541675246848,592.6657569706438,29.101233028223533,549.256281140595,586.0803881049492,692.6960828288595,1.1959967613220217
PSO,CEC2017,6,30,30,30,1000,30000,20.913684889199462,7.160198339338665,7.287727292104819,20.4386189477292,41.048517466886096,1.293380603297072,620.9136848891994,7.160198339338665,607.2877272921048,620.4386189477292,641.0485174668861,1.4159870147705078
