algorithm,fn_id,dim,num_runs,pop_size,max_iter,fes_per_run,mean_error,std_error,min_error,median_error,max_error,logscore,elapsed_sec
SVOA,12,10,30,30,1000,30000,163.9346259917032,1.1749885310895756,159.41061495022768,163.94311424011084,165.32334013501304,2.214659438659825,12.327908277511597
SVOA,1,20,30,30,1000,30000,10384.32456575075,3762.275525986177,4386.387938595619,10565.86325224115,20033.018779286136,3.98772909967512,4.811245679855347
SVOA,2,20,30,30,1000,30000,52.52232583444226,8.244109842790524,45.509992954079735,49.39188871938202,74.51212207657272,1.7158991644268284,2.5115466117858887
SVOA,3,20,30,30,1000,30000,14.129709206142396,2.87093952495677,8.94653310908518,14.150781232497252,21.14679226083115,1.1411686180428475,2.4267640113830566
SVOA,4,20,30,30,1000,30000,50.5606091901775,9.393519159337608,27.94617393735757,50.64638516874021,68.40356434557623,1.6956137390907382,1.945521354675293
SVOA,5,20,30,30,1000,30000,1.4253622692610974,0.6925465932850581,0.5412289369370455,1.2362015955372954,2.625402374374744,0.1007372569501566,4.949784755706787
SVOA,6,20,30,30,1000,30000,62281.87867878618,55362.35012854231,662.8031950499817,43375.711114990256,207884.0505011363,4.529577680961659,6.109147787094116
SVOA,7,20,30,30,1000,30000,91.28052902393432,17.96334916579194,48.36680056872774,90.89347172158024,134.72070727505798,1.9513801980588343,6.817449569702148
SVOA,8,20,30,30,1000,30000,34.00287200175423,3.799358581952496,28.551347926754715,33.317861594180386,44.22885762491296,1.528943331542351,6.746347188949585
SVOA,9,20,30,30,1000,30000,197.4473361543949,6.929980156801912,185.107494755448,197.0212443652188,221.284807363636,2.295189789802736,10.053524494171144
SVOA,10,20,30,30,1000,30000,125.35864594662256,85.25929270055005,100.52732686498484,100.8688322750868,539.0996598524525,2.054182904791153,11.208043098449709
SVOA,11,20,30,30,1000,30000,313.34555367671527,34.023837900189015,300.00009093359586,300.0002938116636,400.2090267280387,2.493793116011446,9.947574853897097
SVOA,12,20,30,30,1000,30000,256.5024828481491,6.683230397955989,244.13646985134343,255.42092536577863,276.15124481340627,2.408946067592881,8.557709455490112
